scene_idx,tension_level,stakes_level,irreversibility_level,uncertainty_level,narrative_velocity,dependency_on_prior_scenes,resolution_progress,major_turning_point
0,1,1,1,1,1,1,0,False
1,3,2,1,3,2,1,0,False
2,2,2,1,2,2,1,0,False
3,3,3,1,3,2,1,1,False
4,4,4,2,3,3,3,1,False
5,4,3,1,5,3,2,1,False
6,4,3,2,5,3,2,1,False
7,2,3,1,3,2,2,1,False
8,3,3,1,3,2,2,1,False
9,5,5,3,4,4,2,1,False
10,4,4,3,4,3,2,1,False
11,5,5,4,5,3,2,1,False
12,5,5,3,5,4,2,1,False
13,5,4,2,5,2,3,1,False
14,5,5,3,5,4,3,1,False
15,4,5,3,5,2,2,1,False
16,2,3,1,2,2,2,1,False
17,2,2,1,2,2,2,1,False
18,3,4,1,3,2,2,1,False
19,4,4,3,3,3,3,2,False
20,5,4,2,4,3,3,1,False
21,3,3,1,3,1,4,1,False
22,2,2,1,2,1,4,1,False
23,5,4,3,4,3,4,2,False
24,4,4,2,4,2,4,3,False
25,3,3,2,3,2,4,4,False
26,3,3,4,2,2,4,5,False
27,2,2,2,1,2,3,6,False
28,1,2,2,1,1,3,1,False
29,2,3,2,2,3,4,4,False
30,5,4,2,5,2,5,1,False
31,4,4,2,4,2,5,1,False
32,4,4,3,4,3,5,4,False
33,5,5,2,5,4,4,2,False
34,3,3,2,3,2,4,2,False
35,4,4,3,4,3,4,5,False
36,4,4,2,4,3,4,3,False
37,5,5,4,5,5,4,3,True
38,5,5,4,5,4,5,2,False
39,5,5,4,5,3,5,2,False
40,4,4,1,4,2,5,1,False
41,5,5,3,5,4,4,2,True
42,5,4,3,5,2,5,1,False
43,4,4,1,3,2,5,1,False
44,5,4,4,3,4,4,2,True
45,3,3,1,4,1,4,1,False
46,4,4,3,4,3,3,2,False
47,3,4,1,3,2,4,1,False
48,3,4,1,4,2,4,1,False
49,4,4,2,5,2,4,1,False
50,3,3,1,4,1,4,1,False
51,5,5,3,5,5,4,1,False
52,5,4,4,4,4,4,2,False
53,4,4,3,3,3,4,3,False
54,5,5,3,5,4,5,2,False
55,5,4,2,5,4,4,1,False
56,4,4,2,5,2,3,1,False
57,5,5,4,5,4,3,2,True
58,2,2,1,2,1,4,0,False
59,5,4,2,5,4,4,1,False
60,4,4,3,4,3,4,3,False
61,4,5,4,4,4,4,6,True
62,5,5,4,5,4,4,4,False
63,5,5,4,5,3,5,5,False
64,5,4,3,4,3,4,1,False
65,3,4,5,4,2,4,2,False
66,4,5,4,5,2,4,3,False
67,2,3,2,3,2,4,2,False
68,2,3,1,2,2,4,1,False
69,1,2,1,2,1,4,1,False
70,5,5,5,5,5,4,2,True
71,5,5,4,4,5,5,2,False
72,5,5,4,5,4,5,3,True
73,3,4,1,3,2,4,1,False
74,2,3,2,2,2,4,1,False
75,2,3,1,3,2,4,2,False
76,3,3,1,4,2,4,1,False
77,5,4,4,4,3,4,1,False
78,5,4,3,5,4,4,1,False
79,3,4,2,4,3,4,2,False
80,2,2,1,2,1,2,1,False
81,5,4,4,5,5,4,3,True
82,2,2,1,1,1,3,0,False
83,5,4,5,5,3,4,2,False
84,5,4,4,5,3,4,2,False
85,5,4,5,4,4,4,3,True
86,5,5,5,5,4,5,4,False
87,5,5,5,4,5,5,6,True
88,5,5,5,4,4,5,8,True
89,3,4,5,2,4,5,9,False
90,4,4,3,4,3,5,10,False
91,4,3,4,3,2,5,11,False
92,4,4,4,3,2,5,13,False
93,3,4,2,4,2,5,1,False
94,5,5,2,5,3,5,1,False
95,5,4,3,5,3,5,2,False
96,2,4,3,3,1,5,1,False
97,4,3,2,3,1,5,1,False
98,4,5,4,4,2,5,2,False
99,4,5,3,5,2,5,1,False
100,5,5,5,4,5,5,4,True
101,5,5,5,2,5,5,6,False
102,5,5,4,4,2,5,7,False
103,5,4,4,4,5,5,8,False
104,5,5,4,5,3,5,1,False
105,4,4,2,5,3,5,2,False
106,5,5,5,2,4,5,9,True
107,4,4,5,3,2,5,4,False
108,4,3,5,2,2,5,6,False
109,5,5,4,4,4,5,2,True
110,5,5,5,2,5,5,9,True
111,1,2,5,1,2,5,10,False
